2162	2163	2160	2161
SZRD1	0.486486486486487	0.757575757575758	0.347675225537821	0.744186046511628
NECAP2	0.124324324324324	0.151515151515152	0.108952116585704	0.325581395348837
RP4-798A10.7	0.0198198198198198	0	0.00902151283830673	0.0465116279069767
NBPF1	0.0234234234234234	0.0606060606060606	0.0235947258848022	0.0930232558139535
CROCC	0.0324324324324324	0.0303030303030303	0.0312283136710618	0.0697674418604651
RP11-108M9.4	0.0486486486486487	0	0.0562109646079112	0.0930232558139535
RP11-108M9.6	0.027027027027027	0.0303030303030303	0.0270645385149202	0
MFAP2	0.286486486486487	0.484848484848485	0.22970159611381	0.581395348837209
ATP13A2	0.153153153153153	0.272727272727273	0.099236641221374	0.232558139534884
SDHB	0.845045045045045	1.60606060606061	0.676613462873005	1.67441860465116
PADI1	0.381981981981982	0.363636363636364	0.292852185981957	0.27906976744186
PADI3	0.0144144144144144	0	0.00693962526023595	0.0232558139534884
RCC2	0.632432432432432	0.818181818181818	0.496877168632894	1.09302325581395
ARHGEF10L	0.100900900900901	0.272727272727273	0.0916030534351145	0.116279069767442
ACTL8	1.75135135135135	2.60606060606061	1.15058986814712	3.3953488372093
ALDH4A1	0.0216216216216216	0	0.0284524635669674	0.0697674418604651
IFFO2	0.0378378378378378	0.0909090909090909	0.0520471894517696	0.0697674418604651
UBR4	0.407207207207207	0.575757575757576	0.35530881332408	0.488372093023256
RP1-43E13.2	0.0108108108108108	0	0.00485773768216516	0.0232558139534884
EMC1	0.104504504504505	0.212121212121212	0.0874392782789729	0.162790697674419
MRTO4	0.70990990990991	0.939393939393939	0.474670367800139	1.62790697674419
AKR7A3	0.0468468468468468	0.0303030303030303	0.0395558639833449	0.0465116279069767
AKR7A2	0.56036036036036	1	0.354614850798057	0.953488372093023
PQLC2	0.036036036036036	0.121212121212121	0.0305343511450382	0.0232558139534884
CAPZB	0.989189189189189	1.27272727272727	0.731436502428869	2.11627906976744
MINOS1	1.68468468468468	2.87878787878788	1.22553782095767	3.13953488372093
NBL1	1.08288288288288	1.42424242424242	0.68147120055517	1.81395348837209
TMCO4	0.0792792792792793	0.121212121212121	0.0562109646079112	0.209302325581395
OTUD3	0.0900900900900901	0.121212121212121	0.0610687022900763	0.209302325581395
CAMK2N1	1.13333333333333	2.54545454545455	0.918806384455239	2.58139534883721
MUL1	0.0810810810810811	0.0303030303030303	0.0687022900763359	0.162790697674419
CDA	0.551351351351351	0.696969696969697	0.473976405274115	0.418604651162791
PINK1	0.102702702702703	0.121212121212121	0.0943789035392089	0.302325581395349
DDOST	0.65045045045045	0.848484848484849	0.536433032616239	1.09302325581395
HP1BP3	0.769369369369369	1.72727272727273	0.750867453157529	1.46511627906977
EIF4G3	0.387387387387387	0.545454545454545	0.269951422623178	0.558139534883721
ECE1	0.183783783783784	0.212121212121212	0.154753643303262	0.232558139534884
NBPF3	0.00900900900900901	0.0303030303030303	0.0131852879944483	0
ALPL	0.0126126126126126	0.0303030303030303	0.0124913254684247	0
RAP1GAP	0.045045045045045	0.0606060606060606	0.051353226925746	0.0232558139534884
USP48	0.43963963963964	0.636363636363636	0.32824427480916	0.604651162790698
HSPG2	0.142342342342342	0.242424242424242	0.0742539902845246	0.418604651162791
LINC00339	0.0198198198198198	0	0.0187369882026371	0.0232558139534884
CDC42	0.985585585585586	1.75757575757576	0.730048577376822	1.95348837209302
ZBTB40	0.0810810810810811	0.151515151515152	0.0728660652324774	0.116279069767442
EPHB2	0.172972972972973	0.151515151515152	0.136016655100625	0.348837209302326
KDM1A	0.336936936936937	0.363636363636364	0.253990284524636	0.395348837209302
LUZP1	0.475675675675676	0.636363636363636	0.454545454545455	0.930232558139535
LINC01355	0.0342342342342342	0.0303030303030303	0.0319222761970854	0.0697674418604651
HNRNPR	1.71711711711712	2.84848484848485	1.27480916030534	3.04651162790698
ZNF436	0.00540540540540541	0.0606060606060606	0.0104094378903539	0.0465116279069767
ZNF436-AS1	0.0126126126126126	0.0303030303030303	0.0124913254684247	0
E2F2	0.0504504504504504	0.242424242424242	0.0458015267175573	0.116279069767442
ID3	0.0486486486486487	0.0303030303030303	0.0798056904927134	0.13953488372093
RPL11	6	6	6	6
TCEB3	0.367567567567568	0.666666666666667	0.290770298403886	0.744186046511628
TCEB3-AS1	0.027027027027027	0.0606060606060606	0.0201249132546842	0.0930232558139535
PITHD1	0.452252252252252	0.696969696969697	0.285218598195697	0.581395348837209
LYPLA2	0.279279279279279	0.333333333333333	0.233865371269951	0.465116279069767
GALE	0.275675675675676	0.363636363636364	0.251214434420541	0.558139534883721
HMGCL	0.14954954954955	0.0606060606060606	0.0832755031228314	0.232558139534884
FUCA1	0.0954954954954955	0.121212121212121	0.0728660652324774	0.13953488372093
PNRC2	0.282882882882883	0.515151515151515	0.287300485773768	0.581395348837209
SRSF10	1.14234234234234	1.96969696969697	0.968771686328938	2.2093023255814
IL22RA1	0.0162162162162162	0	0.00763358778625954	0.0930232558139535
IFNLR1	0.0126126126126126	0.0606060606060606	0.0138792505204719	0.116279069767442
GRHL3	0.0576576576576577	0	0.0194309507286607	0.162790697674419
STPG1	0.0468468468468468	0.0303030303030303	0.022206800832755	0.0697674418604651
NIPAL3	0.25045045045045	0.424242424242424	0.228313671061763	0.465116279069767
RCAN3	0.147747747747748	0.181818181818182	0.145732130464955	0.162790697674419
RP4-594I10.3	0.0198198198198198	0.0606060606060606	0.0201249132546842	0.0232558139534884
SRRM1	1.88468468468468	2.75757575757576	1.470506592644	3.13953488372093
CLIC4	0.0504504504504504	0.0909090909090909	0.0492713393476752	0.209302325581395
RUNX3	0.232432432432432	0.393939393939394	0.2470506592644	0.209302325581395
SYF2	0.855855855855856	1.15151515151515	0.795975017349063	1.41860465116279
RSRP1	0.416216216216216	0.818181818181818	0.517696044413602	1.16279069767442
TMEM50A	0.827027027027027	1.18181818181818	0.571131158917419	2.13953488372093
RHCE	0.0144144144144144	0.0303030303030303	0.00624566273421235	0.0465116279069767
TMEM57	0.236036036036036	0.303030303030303	0.237335183900069	0.372093023255814
LDLRAP1	0.165765765765766	0.454545454545455	0.138098542678695	0.255813953488372
SEPN1	0.0666666666666667	0.121212121212121	0.083969465648855	0.0697674418604651
MTFR1L	0.0486486486486487	0.0606060606060606	0.051353226925746	0.0465116279069767
AUNIP	0.0864864864864865	0.0606060606060606	0.0388619014573213	0.116279069767442
PAQR7	0.045045045045045	0.121212121212121	0.0166551006245663	0.0930232558139535
STMN1	1.4018018018018	2.06060606060606	0.931991672449688	2.86046511627907
PAFAH2	0.018018018018018	0.151515151515152	0.0395558639833449	0.0465116279069767
PDIK1L	0.0288288288288288	0.0303030303030303	0.0173490631505899	0.0232558139534884
ZNF593	1.04324324324324	1.48484848484848	0.800138792505205	1.74418604651163
CNKSR1	0.0756756756756757	0.151515151515152	0.130464954892436	0.209302325581395
CEP85	0.0432432432432432	0.0606060606060606	0.0374739764052741	0.186046511627907
SH3BGRL3	1.93693693693694	3.15151515151515	2.06453851492019	3.67441860465116
UBXN11	0.115315315315315	0.121212121212121	0.0818875780707842	0.27906976744186
CD52	0.00540540540540541	0.0303030303030303	0.0104094378903539	0.0232558139534884
AIM1L	0.108108108108108	0.121212121212121	0.0929909784871617	0.209302325581395
DHDDS	0.0738738738738739	0.0909090909090909	0.0610687022900763	0.13953488372093
HMGN2	3.13873873873874	4.63636363636364	2.22484385843164	5
RPS6KA1	0.131531531531532	0.181818181818182	0.111034004163775	0.27906976744186
ARID1A	0.463063063063063	0.666666666666667	0.462179042331714	0.790697674418605
PIGV	0.0540540540540541	0.151515151515152	0.0492713393476752	0.162790697674419
ZDHHC18	0.122522522522523	0.212121212121212	0.0791117279666898	0.162790697674419
SFN	1.03423423423423	1.51515151515152	0.743927827897294	1.53488372093023
GPN2	0.0630630630630631	0.151515151515152	0.054823039555864	0.116279069767442
GPATCH3	0.0576576576576577	0.0606060606060606	0.0527411519777932	0.116279069767442
NUDC	1.55495495495496	2.75757575757576	1.08605135322693	3.16279069767442
KDF1	0.174774774774775	0.333333333333333	0.143650242886884	0.209302325581395
TRNP1	0.045045045045045	0.212121212121212	0.022206800832755	0
FAM46B	0.0468468468468468	0.0606060606060606	0.0138792505204719	0.116279069767442
SLC9A1	0.0774774774774775	0.181818181818182	0.0652324774462179	0.302325581395349
WDTC1	0.0918918918918919	0.121212121212121	0.0791117279666898	0.162790697674419
TMEM222	0.225225225225225	0.333333333333333	0.127689104788341	0.465116279069767
SYTL1	0.169369369369369	0.424242424242424	0.17765440666204	0.325581395348837
MAP3K6	0.0612612612612613	0.0606060606060606	0.0569049271339348	0.0697674418604651
WASF2	1.51711711711712	2.60606060606061	1.2088827203331	2.48837209302326
AHDC1	0.0792792792792793	0.303030303030303	0.0950728660652325	0.0930232558139535
IFI6	0.228828828828829	0.757575757575758	0.287994448299792	0.790697674418605
FAM76A	0.0648648648648649	0.121212121212121	0.051353226925746	0.0930232558139535
STX12	0.113513513513514	0.272727272727273	0.102706453851492	0.302325581395349
PPP1R8	0.317117117117117	0.151515151515152	0.278972935461485	0.395348837209302
THEMIS2	0.018018018018018	0.0606060606060606	0.00902151283830673	0.0697674418604651
RPA2	0.209009009009009	0.363636363636364	0.152671755725191	0.534883720930233
SMPDL3B	0.118918918918919	0.121212121212121	0.136710617626648	0.232558139534884
XKR8	0.0288288288288288	0.0606060606060606	0.025676613462873	0.0465116279069767
EYA3	0.118918918918919	0.212121212121212	0.0985426786953505	0.418604651162791
PTAFR	0.0342342342342342	0	0.00763358778625954	0.0232558139534884
DNAJC8	1.30810810810811	1.42424242424242	0.615544760582929	1.53488372093023
ATPIF1	3.76756756756757	3.75757575757576	1.94656488549618	4.23255813953488
RP5-1092A3.4	0.0378378378378378	0.0606060606060606	0.0416377515614157	0.0232558139534884
SESN2	0.0198198198198198	0.151515151515152	0.0263705759888966	0
MED18	0.0864864864864865	0.0606060606060606	0.0360860513532269	0.0465116279069767
PHACTR4	0.441441441441441	0.515151515151515	0.248438584316447	0.604651162790698
RCC1	0.634234234234234	0.606060606060606	0.242192921582235	0.627906976744186
TRNAU1AP	0.277477477477477	0.333333333333333	0.158917418459403	0.604651162790698
SNHG12	0.327927927927928	0.333333333333333	0.135322692574601	0.511627906976744
TAF12	0.49009009009009	0.272727272727273	0.215822345593338	0.348837209302326
GMEB1	0.234234234234234	0.242424242424242	0.13324080499653	0.232558139534884
YTHDF2	1.36396396396396	0.727272727272727	0.808466342817488	1.3953488372093
EPB41	0.18018018018018	0.0606060606060606	0.111034004163775	0.27906976744186
SRSF4	1.57837837837838	1.27272727272727	0.834836918806384	1.62790697674419
MECR	0.558558558558559	0.757575757575758	0.265093684941013	0.674418604651163
PTPRU	0.418018018018018	0.454545454545455	0.236641221374046	0.325581395348837
MATN1-AS1	0.018018018018018	0	0.00902151283830673	0
SDC3	0.0306306306306306	0.0303030303030303	0.025676613462873	0.0465116279069767
PUM1	1.26846846846847	1.09090909090909	0.793893129770992	1.48837209302326
SNRNP40	0.684684684684685	0.575757575757576	0.296321998612075	0.813953488372093
ZCCHC17	1.14054054054054	0.848484848484849	0.471200555170021	1.44186046511628
SERINC2	0.945945945945946	0.696969696969697	0.563497571131159	1.06976744186047
TINAGL1	1.13333333333333	1.21212121212121	0.551006245662734	1.30232558139535
PEF1	0.581981981981982	0.636363636363636	0.246356696738376	0.906976744186046
COL16A1	0.0576576576576577	0.0606060606060606	0.0555170020818876	0
ADGRB2	0.00540540540540541	0	0.0277585010409438	0
SPOCD1	0.0486486486486487	0	0.0319222761970854	0.116279069767442
PTP4A2	2.97657657657658	3.42424242424242	1.71269951422623	3.46511627906977
KHDRBS1	2.70990990990991	3.03030303030303	1.67106176266482	2.90697674418605
TMEM39B	0.183783783783784	0.151515151515152	0.0860513532269257	0.162790697674419
KPNA6	0.958558558558559	0.757575757575758	0.492713393476752	1.2093023255814
TXLNA	0.335135135135135	0.363636363636364	0.180430256766135	0.534883720930233
CCDC28B	0.241441441441441	0.212121212121212	0.108258154059681	0.232558139534884
IQCC	0.0522522522522523	0	0.0208188757807078	0.0930232558139535
TMEM234	0.142342342342342	0.0909090909090909	0.0714781401804303	0.0930232558139535
EIF3I	3.31171171171171	3.3030303030303	1.60235947258848	3.58139534883721
LCK	0.00900900900900901	0.0909090909090909	0.0402498265093685	0.0697674418604651
HDAC1	1.03063063063063	1.06060606060606	0.594725884802221	1.65116279069767
MARCKSL1	1.57837837837838	2.24242424242424	1.44136016655101	1.67441860465116
FAM229A	0.0306306306306306	0.0606060606060606	0.0180430256766135	0.0232558139534884
BSDC1	0.41981981981982	0.515151515151515	0.26439972241499	0.697674418604651
ZBTB8A	0.221621621621622	0.303030303030303	0.180430256766135	0.162790697674419
ZBTB8OS	0.691891891891892	0.939393939393939	0.257460097154754	1
RBBP4	0.947747747747748	0.939393939393939	0.433032616238723	1.16279069767442
SYNC	0.124324324324324	0.0909090909090909	0.0742539902845246	0.13953488372093
KIAA1522	0.4	0.575757575757576	0.435114503816794	0.627906976744186
YARS	0.605405405405405	0.575757575757576	0.466342817487856	0.906976744186046
S100PBP	0.145945945945946	0.121212121212121	0.1235253296322	0.162790697674419
TMEM54	2.58558558558559	2.6969696969697	2.07147814018043	2.74418604651163
RNF19B	0.0900900900900901	0.121212121212121	0.0596807772380291	0.0465116279069767
AK2	1.15315315315315	1.21212121212121	0.788341429562804	1.27906976744186
AZIN2	0.00900900900900901	0.0303030303030303	0.0187369882026371	0.0232558139534884
TRIM62	0.027027027027027	0.0606060606060606	0.0187369882026371	0
ZNF362	0.0378378378378378	0.0303030303030303	0.0388619014573213	0.0232558139534884
PHC2	0.356756756756757	0.545454545454545	0.43442054129077	0.255813953488372
ZSCAN20	0.027027027027027	0	0.00971547536433033	0
SMIM12	0.787387387387387	0.636363636363636	0.594725884802221	0.953488372093023
GJB5	0.0864864864864865	0.121212121212121	0.100624566273421	0.0930232558139535
GJB4	0.0216216216216216	0.0606060606060606	0.00416377515614157	0.0465116279069767
