2209	2207	2210	2208
PERM1	0	0.0444444444444444	0.038961038961039	0.0833333333333333
RP11-54O7.17	0.0810810810810811	0	0.0292207792207792	0.0555555555555556
HES4	2.05405405405405	2.4	1.97077922077922	2.38888888888889
ISG15	0.243243243243243	0.422222222222222	0.412337662337662	0.416666666666667
AGRN	0.486486486486487	1.13333333333333	0.983766233766234	1.22222222222222
C1orf159	0.297297297297297	0.177777777777778	0.168831168831169	0.0833333333333333
SDF4	4.02702702702703	3.93333333333333	3.48701298701299	3.72222222222222
B3GALT6	1.13513513513514	0.977777777777778	1.10714285714286	1.13888888888889
FAM132A	0.027027027027027	0.0444444444444444	0.168831168831169	0.166666666666667
UBE2J2	1.72972972972973	1.24444444444444	1.2987012987013	1.38888888888889
RP5-902P8.10	0	0	0.0357142857142857	0.0277777777777778
SCNN1D	0.0540540540540541	0.133333333333333	0.155844155844156	0.138888888888889
ACAP3	0.540540540540541	0.577777777777778	0.577922077922078	0.527777777777778
PUSL1	0.162162162162162	0.177777777777778	0.422077922077922	0.25
CPSF3L	1.21621621621622	2.02222222222222	1.2012987012987	1.11111111111111
CPTP	0.378378378378378	0.333333333333333	0.314935064935065	0.194444444444444
DVL1	0.72972972972973	0.577777777777778	0.571428571428571	0.861111111111111
MXRA8	0.702702702702703	1.04444444444444	1.19805194805195	1.38888888888889
AURKAIP1	10.0810810810811	10.2444444444444	9.26298701298701	10.8611111111111
CCNL2	3.10810810810811	2.44444444444444	2.10064935064935	2.25
MRPL20	9.62162162162162	7.77777777777778	8.5487012987013	9.5
RP4-758J18.13	0.108108108108108	0.0666666666666667	0.038961038961039	0
ATAD3C	0.189189189189189	0.0222222222222222	0.107142857142857	0.138888888888889
ATAD3B	0.243243243243243	0.355555555555556	0.282467532467532	0.361111111111111
ATAD3A	0.540540540540541	0.555555555555556	0.327922077922078	0.805555555555556
SSU72	9.10810810810811	8.33333333333333	7.55844155844156	9.27777777777778
RP5-832C2.5	0	0.2	0.051948051948052	0.222222222222222
C1orf233	0.621621621621622	0.422222222222222	0.522727272727273	1.11111111111111
RP11-345P4.9	0.162162162162162	0.111111111111111	0.24025974025974	0.361111111111111
MIB2	0.243243243243243	0.377777777777778	0.467532467532468	0.527777777777778
MMP23B	0.027027027027027	0.0444444444444444	0.0324675324675325	0.0277777777777778
CDK11B	1.43243243243243	1.6	1.75324675324675	1.66666666666667
RP11-345P4.10	0.108108108108108	0.2	0.0292207792207792	0.0833333333333333
SLC35E2B	0.756756756756757	0.955555555555556	1.03896103896104	1.11111111111111
CDK11A	0.837837837837838	0.977777777777778	1.03246753246753	1.63888888888889
SLC35E2	0.0810810810810811	0.133333333333333	0.175324675324675	0.194444444444444
NADK	2	1.4	1.25649350649351	1.97222222222222
GNB1	4.91891891891892	5.53333333333333	4.87987012987013	6.80555555555556
CALML6	0	0.0222222222222222	0.0227272727272727	0
TMEM52	0.621621621621622	0.355555555555556	0.525974025974026	0.416666666666667
CFAP74	0.108108108108108	0	0.0779220779220779	0
GABRD	0.027027027027027	0.0666666666666667	0.025974025974026	0
PRKCZ	1.16216216216216	0.8	0.694805194805195	0.777777777777778
RP5-892K4.1	0	0	0.0324675324675325	0.0833333333333333
FAAP20	4.48648648648649	3.33333333333333	3.61363636363636	4.36111111111111
RP11-181G12.4	0.027027027027027	0.0222222222222222	0.0422077922077922	0.0555555555555556
SKI	0.675675675675676	0.666666666666667	0.516233766233766	0.75
MORN1	0.027027027027027	0.177777777777778	0.191558441558442	0.111111111111111
RER1	2.40540540540541	2.15555555555556	2.37337662337662	2.83333333333333
PEX10	0.918918918918919	0.666666666666667	0.730519480519481	0.527777777777778
PANK4	0.0810810810810811	0.111111111111111	0.0616883116883117	0.0277777777777778
RP3-395M20.12	0.0810810810810811	0.0444444444444444	0.185064935064935	0.416666666666667
TNFRSF14	0.0540540540540541	0.0888888888888889	0.0974025974025974	0.0833333333333333
FAM213B	0.594594594594595	0.155555555555556	0.363636363636364	0.333333333333333
MMEL1	0	0.0666666666666667	0.0551948051948052	0.0555555555555556
TTC34	0	0.133333333333333	0.0551948051948052	0.222222222222222
LINC00982	0.351351351351351	0.4	0.262987012987013	0.25
PRDM16	0.702702702702703	0.844444444444444	0.753246753246753	0.833333333333333
ARHGEF16	0	0	0.0227272727272727	0
MEGF6	0.027027027027027	0.0222222222222222	0.0551948051948052	0.0277777777777778
TPRG1L	0.108108108108108	0.2	0.204545454545455	0.25
WRAP73	0.297297297297297	0.333333333333333	0.503246753246753	0.666666666666667
TP73	0.027027027027027	0.0222222222222222	0.0194805194805195	0
TP73-AS1	0.297297297297297	0.377777777777778	0.224025974025974	0.138888888888889
SMIM1	0.135135135135135	0.111111111111111	0.168831168831169	0.111111111111111
LRRC47	1.10810810810811	0.911111111111111	0.850649350649351	1.33333333333333
CEP104	0.891891891891892	0.777777777777778	0.753246753246753	1.33333333333333
DFFB	0.027027027027027	0.0222222222222222	0.0974025974025974	0.111111111111111
C1orf174	0.972972972972973	1.08888888888889	0.86038961038961	1
NPHP4	0.216216216216216	0.244444444444444	0.149350649350649	0.166666666666667
KCNAB2	0.135135135135135	0.155555555555556	0.211038961038961	0.361111111111111
CHD5	0.162162162162162	0.244444444444444	0.353896103896104	0.25
RPL22	18	18	17.8571428571429	17.5555555555556
ICMT	0.567567567567568	0.666666666666667	0.519480519480519	0.694444444444444
LINC00337	0.027027027027027	0.0666666666666667	0.0616883116883117	0.0277777777777778
GPR153	0.297297297297297	0.377777777777778	0.480519480519481	0.333333333333333
ACOT7	1.02702702702703	1.06666666666667	1.11038961038961	1.08333333333333
RP1-202O8.3	0	0	0.0616883116883117	0
HES2	0.27027027027027	0.111111111111111	0.24025974025974	0.361111111111111
ESPN	0.0540540540540541	0.155555555555556	0.0746753246753247	0.0555555555555556
TNFRSF25	0.027027027027027	0.0666666666666667	0.100649350649351	0.111111111111111
PLEKHG5	0.216216216216216	0.311111111111111	0.211038961038961	0.361111111111111
NOL9	1.21621621621622	1.35555555555556	0.714285714285714	0.805555555555556
TAS1R1	0.027027027027027	0	0.0454545454545455	0
ZBTB48	0.297297297297297	0.333333333333333	0.207792207792208	0.333333333333333
KLHL21	0.27027027027027	0.466666666666667	0.363636363636364	0.833333333333333
PHF13	0.0810810810810811	0.288888888888889	0.288961038961039	0.527777777777778
THAP3	0.621621621621622	0.6	0.425324675324675	0.527777777777778
DNAJC11	0.621621621621622	0.911111111111111	0.665584415584416	0.805555555555556
CAMTA1	5.81081081081081	5.64444444444444	5.58441558441558	5.22222222222222
RP11-338N10.3	0.027027027027027	0.0666666666666667	0.0227272727272727	0
VAMP3	0.783783783783784	0.755555555555556	1.02272727272727	1.52777777777778
PER3	2.02702702702703	2.15555555555556	2.15909090909091	2.13888888888889
PARK7	12.1891891891892	11.2222222222222	11.3376623376623	12.5277777777778
ERRFI1	0.351351351351351	0.155555555555556	0.0974025974025974	0.138888888888889
RERE	3.97297297297297	3.22222222222222	3.92532467532468	4.38888888888889
ENO1	14.7567567567568	14.7111111111111	14.3896103896104	15.4722222222222
ENO1-AS1	0.459459459459459	0.288888888888889	0.224025974025974	0.166666666666667
SLC2A5	0.648648648648649	0.355555555555556	0.36038961038961	0.416666666666667
GPR157	0.297297297297297	0.288888888888889	0.211038961038961	0.222222222222222
H6PD	0.810810810810811	0.577777777777778	0.538961038961039	0.666666666666667
SPSB1	0	0.111111111111111	0.0194805194805195	0
SLC25A33	2.27027027027027	2	1.93181818181818	2.47222222222222
TMEM201	0.135135135135135	0.0666666666666667	0.133116883116883	0.444444444444444
PIK3CD	0.027027027027027	0.0666666666666667	0.025974025974026	0.111111111111111
PIK3CD-AS2	0.891891891891892	1	1.18506493506494	1.5
CLSTN1	1.48648648648649	1.46666666666667	1.27922077922078	1.41666666666667
CTNNBIP1	0.945945945945946	1.02222222222222	0.925324675324675	1.5
LZIC	2.67567567567568	2.04444444444444	2.11038961038961	3.13888888888889
NMNAT1	0.324324324324324	0.488888888888889	0.480519480519481	0.5
UBE4B	1.13513513513514	1.22222222222222	1.06818181818182	1.38888888888889
KIF1B	2.43243243243243	2.88888888888889	2.12337662337662	2.5
PGD	2.08108108108108	2.28888888888889	2.50324675324675	2.38888888888889
APITD1-CORT	0	0	0.00974025974025974	0
APITD1	0.72972972972973	0.311111111111111	0.444805194805195	0.555555555555556
DFFA	3.94594594594595	2.86666666666667	3.74025974025974	4.25
PEX14	0.432432432432432	0.577777777777778	0.613636363636364	0.777777777777778
CASZ1	0.72972972972973	0.444444444444444	0.659090909090909	0.888888888888889
TARDBP	1.97297297297297	2.13333333333333	2.03896103896104	2.27777777777778
SRM	7.43243243243243	6.84444444444444	6.28571428571429	6.25
EXOSC10	1.16216216216216	1.22222222222222	0.983766233766234	1.22222222222222
RP4-635E18.7	0	0	0.0616883116883117	0
RP4-635E18.6	0.108108108108108	0.155555555555556	0.12987012987013	0.111111111111111
MTOR	1.24324324324324	0.8	0.983766233766234	0.611111111111111
UBIAD1	0.567567567567568	0.666666666666667	0.600649350649351	1.08333333333333
MAD2L2	1.7027027027027	1.22222222222222	1.39285714285714	1.77777777777778
DRAXIN	0.027027027027027	0.0222222222222222	0.00649350649350649	0
AGTRAP	1.16216216216216	0.777777777777778	1.24675324675325	1.44444444444444
MTHFR	1.24324324324324	1.06666666666667	1.04545454545455	1.36111111111111
CLCN6	0.162162162162162	0.155555555555556	0.275974025974026	0.277777777777778
KIAA2013	0.702702702702703	0.977777777777778	0.883116883116883	1
PLOD1	1.91891891891892	1.4	1.37662337662338	1.66666666666667
MFN2	0.972972972972973	1	1.03896103896104	1.55555555555556
MIIP	1.37837837837838	0.444444444444444	0.899350649350649	1.30555555555556
VPS13D	0.243243243243243	0.511111111111111	0.285714285714286	0.583333333333333
DHRS3	0.405405405405405	0.533333333333333	0.409090909090909	0.25
C1orf158	0.162162162162162	0	0.0227272727272727	0.0277777777777778
PRDM2	0.945945945945946	1.13333333333333	0.672077922077922	0.861111111111111
KAZN	0.837837837837838	0.666666666666667	0.811688311688312	1
TMEM51-AS1	0	0.0666666666666667	0.0357142857142857	0
TMEM51	0.27027027027027	0.133333333333333	0.214285714285714	0.0277777777777778
FHAD1	0.162162162162162	0	0.0227272727272727	0.0555555555555556
EFHD2	0.297297297297297	0.0888888888888889	0.396103896103896	0.527777777777778
CASP9	0	0.222222222222222	0.0974025974025974	0.0277777777777778
DNAJC16	0.27027027027027	0.444444444444444	0.350649350649351	0.527777777777778
AGMAT	0.0540540540540541	0.0222222222222222	0.0357142857142857	0.0555555555555556
DDI2	0.513513513513513	0.355555555555556	0.376623376623377	0.416666666666667
PLEKHM2	0.486486486486487	0.2	0.311688311688312	0.194444444444444
SLC25A34	0	0.0666666666666667	0.00974025974025974	0
FBLIM1	0.216216216216216	0.533333333333333	0.538961038961039	0.888888888888889
UQCRHL	0.459459459459459	0.555555555555556	0.714285714285714	0.75
FLJ37453	0.513513513513513	0.555555555555556	0.574675324675325	0.583333333333333
SPEN	2.75675675675676	2.42222222222222	1.83116883116883	3.69444444444444
ZBTB17	0.162162162162162	0.488888888888889	0.269480519480519	0.25
HSPB7	0.027027027027027	0.311111111111111	0.12987012987013	0.305555555555556
FAM131C	0.162162162162162	0.266666666666667	0.256493506493506	0.222222222222222
EPHA2	0.027027027027027	0.244444444444444	0.162337662337662	0.222222222222222
ARHGEF19	0.351351351351351	0.133333333333333	0.133116883116883	0.166666666666667
RSG1	0.108108108108108	0.133333333333333	0.123376623376623	0.111111111111111
FBXO42	0.621621621621622	0.555555555555556	0.551948051948052	0.666666666666667
SZRD1	1.13513513513514	1.08888888888889	1.24675324675325	1.52777777777778
NECAP2	0.594594594594595	0.288888888888889	0.529220779220779	0.611111111111111
RP4-798A10.2	0	0	0.0941558441558442	0
RP4-798A10.7	0.189189189189189	0.0666666666666667	0.051948051948052	0.0833333333333333
NBPF1	0.702702702702703	0.955555555555556	0.746753246753247	0.75
CROCC	0.027027027027027	0.133333333333333	0.0779220779220779	0.0555555555555556
RP11-108M9.4	0.972972972972973	0.733333333333333	1.01948051948052	1.41666666666667
RP11-108M9.6	0	0.111111111111111	0.025974025974026	0
ATP13A2	0.108108108108108	0.0666666666666667	0.185064935064935	0.138888888888889
SDHB	2.18918918918919	2	2.21753246753247	2.05555555555556
RCC2	2	2.53333333333333	2.07467532467532	1.77777777777778
ARHGEF10L	0.0540540540540541	0.0222222222222222	0.051948051948052	0.111111111111111
KLHDC7A	0.027027027027027	0.0222222222222222	0.0227272727272727	0
PAX7	0.243243243243243	0.177777777777778	0.305194805194805	0.277777777777778
ALDH4A1	0.162162162162162	0.0666666666666667	0.188311688311688	0.25
IFFO2	0	0.0222222222222222	0.0357142857142857	0.0277777777777778
UBR4	2.81081081081081	1.8	2.08766233766234	2.66666666666667
RP1-43E13.2	0.108108108108108	0	0.025974025974026	0.0833333333333333
EMC1	0.810810810810811	0.577777777777778	0.603896103896104	0.75
MRTO4	1.2972972972973	0.844444444444444	1.07142857142857	0.916666666666667
AKR7A2	0.945945945945946	0.688888888888889	1.06168831168831	1.36111111111111
PQLC2	0.108108108108108	0.0666666666666667	0.136363636363636	0.25
CAPZB	1.86486486486486	1.35555555555556	1.65909090909091	1.69444444444444
MINOS1	3.54054054054054	3.73333333333333	4.12987012987013	4.5
NBL1	1.13513513513514	1	1.08766233766234	1.33333333333333
OTUD3	0.189189189189189	0.266666666666667	0.188311688311688	0.138888888888889
CAMK2N1	0.891891891891892	0.622222222222222	0.967532467532468	0.722222222222222
MUL1	0.108108108108108	0.4	0.262987012987013	0.583333333333333
FAM43B	0.0540540540540541	0.0222222222222222	0.0584415584415584	0.0277777777777778
PINK1	0.540540540540541	0.222222222222222	0.451298701298701	0.361111111111111
DDOST	2.59459459459459	2.28888888888889	2.57142857142857	2.86111111111111
KIF17	0.027027027027027	0	0.0616883116883117	0
SH2D5	0.0540540540540541	0.177777777777778	0.0227272727272727	0
HP1BP3	2.97297297297297	3.4	3.79545454545455	3.80555555555556
EIF4G3	1.78378378378378	1.77777777777778	1.47727272727273	1.86111111111111
ECE1	0.378378378378378	0.177777777777778	0.266233766233766	0.388888888888889
NBPF3	0.0810810810810811	0.177777777777778	0.103896103896104	0.194444444444444
USP48	1.45945945945946	0.977777777777778	1.51948051948052	1.52777777777778
HSPG2	0.135135135135135	0.222222222222222	0.25	0.277777777777778
RP1-224A6.3	0.0540540540540541	0	0.0194805194805195	0.0277777777777778
LINC00339	0.459459459459459	0.155555555555556	0.409090909090909	0.305555555555556
CDC42	2.62162162162162	2.48888888888889	3.01623376623377	3.58333333333333
WNT4	0.027027027027027	0.0222222222222222	0.0551948051948052	0.0277777777777778
ZBTB40	0.324324324324324	0.133333333333333	0.344155844155844	0.583333333333333
EPHA8	0.162162162162162	0.0888888888888889	0.0584415584415584	0.111111111111111
EPHB2	0.405405405405405	0.266666666666667	0.425324675324675	0.222222222222222
KDM1A	1.54054054054054	1.06666666666667	1.24350649350649	1.47222222222222
LUZP1	1.7027027027027	1.44444444444444	1.26623376623377	1.63888888888889
LINC01355	0.135135135135135	0	0.0714285714285714	0.138888888888889
HNRNPR	7.21621621621622	6.37777777777778	6.42857142857143	6.91666666666667
ZNF436	0.243243243243243	0.0444444444444444	0.116883116883117	0.166666666666667
ZNF436-AS1	0	0.0666666666666667	0.142857142857143	0.0833333333333333
TCEA3	0.0540540540540541	0.0222222222222222	0.0194805194805195	0.0277777777777778
ASAP3	0.135135135135135	0.2	0.133116883116883	0.25
E2F2	0	0.0888888888888889	0.0454545454545455	0
ID3	8.10810810810811	6.04444444444444	6.19805194805195	5.11111111111111
RPL11	18	18	17.8571428571429	17.5555555555556
TCEB3	1.89189189189189	1.04444444444444	0.850649350649351	1.02777777777778
TCEB3-AS1	0.540540540540541	0.333333333333333	0.470779220779221	0.472222222222222
PITHD1	0.540540540540541	0.711111111111111	0.607142857142857	0.444444444444444
LYPLA2	0.756756756756757	0.488888888888889	0.386363636363636	0.277777777777778
GALE	0.243243243243243	0.311111111111111	0.207792207792208	0.222222222222222
HMGCL	1	0.644444444444444	0.853896103896104	0.972222222222222
FUCA1	0.0810810810810811	0.0444444444444444	0.0681818181818182	0.0277777777777778
PNRC2	3	2.68888888888889	2.26298701298701	2.11111111111111
SRSF10	3.43243243243243	4.17777777777778	3.66883116883117	4.72222222222222
IFNLR1	0.0810810810810811	0.111111111111111	0.0941558441558442	0.194444444444444
STPG1	0	0	0.0324675324675325	0.0277777777777778
NIPAL3	0.27027027027027	0.0888888888888889	0.162337662337662	0.25
RCAN3	0.675675675675676	0.355555555555556	0.655844155844156	0.694444444444444
RP4-594I10.3	0.0540540540540541	0	0.038961038961039	0
SRRM1	4.81081081081081	4.46666666666667	5.33441558441558	5.80555555555556
CLIC4	3.24324324324324	3.84444444444444	3.45454545454545	3.91666666666667
RUNX3	0.513513513513513	0.666666666666667	0.626623376623377	1.19444444444444
SYF2	5.59459459459459	6	6.77922077922078	7
RSRP1	1.35135135135135	1.88888888888889	1.29545454545455	2.25
TMEM50A	2.75675675675676	2.62222222222222	2.77597402597403	2.91666666666667
RHCE	0	0	0.0162337662337662	0.0555555555555556
TMEM57	0.567567567567568	1.11111111111111	1.18831168831169	1.58333333333333
LDLRAP1	0.324324324324324	0.133333333333333	0.230519480519481	0.333333333333333
MAN1C1	0.027027027027027	0	0.0357142857142857	0
SEPN1	0.243243243243243	0.288888888888889	0.311688311688312	0.611111111111111
RP1-317E23.3	0.0540540540540541	0.155555555555556	0.0714285714285714	0
MTFR1L	0.459459459459459	0.4	0.425324675324675	0.666666666666667
AUNIP	0.027027027027027	0.0666666666666667	0.0649350649350649	0.0833333333333333
STMN1	2.51351351351351	1.73333333333333	2.1461038961039	2.83333333333333
PAFAH2	0.324324324324324	0.311111111111111	0.262987012987013	0.416666666666667
EXTL1	0.0540540540540541	0.0222222222222222	0.0324675324675325	0
PDIK1L	0.135135135135135	0.177777777777778	0.0844155844155844	0.25
FAM110D	0.108108108108108	0.133333333333333	0.0746753246753247	0.138888888888889
ZNF593	4.81081081081081	4.44444444444444	4.72402597402597	5.08333333333333
CEP85	0.162162162162162	0.2	0.191558441558442	0.138888888888889
SH3BGRL3	3.64864864864865	2.2	2.89285714285714	2.75
UBXN11	0.108108108108108	0.0888888888888889	0.100649350649351	0.111111111111111
DHDDS	0.648648648648649	0.711111111111111	0.545454545454545	1
HMGN2	12.1081081081081	11.2	10.5974025974026	12.2777777777778
RPS6KA1	0.351351351351351	0.288888888888889	0.266233766233766	0.472222222222222
ARID1A	2.24324324324324	2.71111111111111	2.18506493506493	2.41666666666667
PIGV	0.108108108108108	0.266666666666667	0.191558441558442	0.444444444444444
ZDHHC18	0.108108108108108	0.155555555555556	0.211038961038961	0.222222222222222
GPN2	0.432432432432432	0.488888888888889	0.412337662337662	0.361111111111111
GPATCH3	0.108108108108108	0.177777777777778	0.204545454545455	0.277777777777778
NUDC	1	0.955555555555556	1.24350649350649	0.75
TRNP1	0.0540540540540541	0.133333333333333	0.0551948051948052	0.0555555555555556
FAM46B	0	0	0.025974025974026	0.0555555555555556
SLC9A1	0.189189189189189	0.466666666666667	0.288961038961039	0.0555555555555556
WDTC1	0.27027027027027	0.177777777777778	0.116883116883117	0.0833333333333333
TMEM222	0.405405405405405	0.311111111111111	0.36038961038961	0.388888888888889
SYTL1	1.75675675675676	1.15555555555556	0.99025974025974	1.55555555555556
MAP3K6	0.027027027027027	0	0.0616883116883117	0.0555555555555556
WASF2	4	3.82222222222222	3.97402597402597	4.97222222222222
RP1-159A19.4	0.027027027027027	0.111111111111111	0.0551948051948052	0.111111111111111
AHDC1	0.405405405405405	0.266666666666667	0.269480519480519	0.194444444444444
IFI6	0.135135135135135	0.0666666666666667	0.123376623376623	0.138888888888889
FAM76A	0.486486486486487	0.311111111111111	0.363636363636364	0.25
STX12	0.432432432432432	0.577777777777778	0.295454545454545	0.555555555555556
PPP1R8	0.432432432432432	0.866666666666667	0.594155844155844	0.694444444444444
RPA2	0.459459459459459	0.4	0.678571428571429	0.277777777777778
SMPDL3B	0.243243243243243	0.0222222222222222	0.0454545454545455	0.166666666666667
EYA3	0.648648648648649	0.711111111111111	0.38961038961039	0.361111111111111
DNAJC8	1.67567567567568	1.22222222222222	2.33116883116883	2.52777777777778
ATPIF1	11.7297297297297	9.95555555555556	11.3603896103896	11.5
RP5-1092A3.4	0.432432432432432	0.2	0.298701298701299	0.166666666666667
SESN2	4.78378378378378	3.95555555555556	4.50974025974026	4.5
MED18	0.0810810810810811	0.111111111111111	0.123376623376623	0.138888888888889
PHACTR4	1.94594594594595	2.02222222222222	2.03896103896104	2.58333333333333
RCC1	0.459459459459459	0.755555555555556	0.724025974025974	0.472222222222222
TRNAU1AP	0.675675675675676	0.555555555555556	0.62012987012987	0.472222222222222
SNHG12	8.32432432432432	7.22222222222222	6.50324675324675	7.16666666666667
TAF12	1.91891891891892	1.66666666666667	1.92207792207792	1.80555555555556
RP11-442N24__B.1	0.0810810810810811	0	0.0194805194805195	0
RNU11	0	0.0666666666666667	0.038961038961039	0.0277777777777778
GMEB1	0.135135135135135	0.155555555555556	0.168831168831169	0.166666666666667
YTHDF2	3.2972972972973	2.42222222222222	2.39935064935065	3.02777777777778
OPRD1	0.27027027027027	0.177777777777778	0.233766233766234	0.444444444444444
EPB41	1.94594594594595	2.46666666666667	2.40909090909091	2.02777777777778
SRSF4	4.37837837837838	2.8	3.02597402597403	3.94444444444444
MECR	0.837837837837838	0.777777777777778	0.922077922077922	0.916666666666667
PTPRU	0.108108108108108	0.0888888888888889	0.178571428571429	0.0833333333333333
MATN1-AS1	0.0540540540540541	0.0666666666666667	0.103896103896104	0.0555555555555556
RP5-1125N11.2	0.162162162162162	0.0666666666666667	0.133116883116883	0
SDC3	0.378378378378378	0.822222222222222	0.581168831168831	1.19444444444444
PUM1	1.67567567567568	1.8	1.71753246753247	2.33333333333333
NKAIN1	0	0	0.025974025974026	0.0277777777777778
SNRNP40	0.459459459459459	0.6	0.516233766233766	0.305555555555556
ZCCHC17	1.56756756756757	1.73333333333333	1.21753246753247	1.66666666666667
FABP3	0.108108108108108	0.177777777777778	0.13961038961039	0.111111111111111
PEF1	0.72972972972973	0.4	0.590909090909091	0.638888888888889
COL16A1	0.783783783783784	1.11111111111111	1.08441558441558	0.666666666666667
ADGRB2	0.108108108108108	0.266666666666667	0.217532467532468	0.277777777777778
SPOCD1	0	0	0.0162337662337662	0.0555555555555556
PTP4A2	4.21621621621622	4.22222222222222	3.71753246753247	4.16666666666667
KHDRBS1	6.59459459459459	6.13333333333333	5.72402597402597	6.58333333333333
RP11-277A4.4	0.0540540540540541	0.0222222222222222	0.012987012987013	0
TMEM39B	0.243243243243243	0.755555555555556	0.350649350649351	0.25
KPNA6	2.54054054054054	1.84444444444444	1.93506493506494	2.33333333333333
TXLNA	0.72972972972973	0.755555555555556	0.808441558441558	1.38888888888889
CCDC28B	1.32432432432432	0.844444444444444	0.970779220779221	0.972222222222222
IQCC	0	0	0.0681818181818182	0.0555555555555556
TMEM234	0	0.0666666666666667	0.100649350649351	0.0555555555555556
EIF3I	3.51351351351351	3.06666666666667	2.76948051948052	3.25
HDAC1	1.02702702702703	1.13333333333333	1.09090909090909	0.861111111111111
MARCKSL1	3.10810810810811	2.97777777777778	3.00649350649351	2.97222222222222
FAM229A	0.108108108108108	0.0666666666666667	0.0714285714285714	0.0277777777777778
BSDC1	1.21621621621622	1.15555555555556	1.00974025974026	0.888888888888889
